speaker,utterance_id,source_wav_path,transcript_path,textgrid_path,annotation_path,source_frames,source_sample_rate_hz,source_duration_seconds,source_full_scale_sample_count,source_audio_pcm_sha256,processed_wav_path,processed_frames,processed_sample_rate_hz,processed_channels,processed_format,processed_subtype,processed_duration_seconds,duration_delta_seconds,processed_peak_abs,processed_out_of_unit_range_sample_count,processed_pcm_sha256,processed_file_sha256
SKA,arctic_a0069,speakers/SKA/wav/arctic_a0069.wav,speakers/SKA/transcript/arctic_a0069.txt,speakers/SKA/textgrid/arctic_a0069.TextGrid,,161357,44100,3.658888889,0,f1e724b0edf6bca58cc7052e3af2f69a786c46b094f1046fb4fc787f3e59981f,speakers/SKA/wav/arctic_a0069.wav,58542,16000,1,WAV,FLOAT,3.658875,-1.3889e-05,0.517057776,0,ea1c5d6739e7fd86f8a3442f0d80d18877c02aa156ee594baba3ff8184958ccf,78c732e0cc846fbb6d40771cf1668580658d30aca2bf76cf1770785f03e639fb
SKA,arctic_a0070,speakers/SKA/wav/arctic_a0070.wav,speakers/SKA/transcript/arctic_a0070.txt,speakers/SKA/textgrid/arctic_a0070.TextGrid,,152577,44100,3.459795918,0,16432572b3705247d568514d27a798f1252d42a890cad532e6d2ac03afa0bfae,speakers/SKA/wav/arctic_a0070.wav,55357,16000,1,WAV,FLOAT,3.4598125,1.6582e-05,0.626127124,0,8a77782293ebab2c91b99c9cab05bec28406f03238be3a9eb9ff55b866d33091,f3d2e8a2e0dc783ad470d660cf871458478cce3bbac8777634907c0ff076fa8a
SKA,arctic_a0071,speakers/SKA/wav/arctic_a0071.wav,speakers/SKA/transcript/arctic_a0071.txt,speakers/SKA/textgrid/arctic_a0071.TextGrid,speakers/SKA/annotation/arctic_a0071.TextGrid,102172,44100,2.316825397,0,5b866ceb367338232cfc3b21d862324b2e47c12708138b50dd8f5315545146d3,speakers/SKA/wav/arctic_a0071.wav,37069,16000,1,WAV,FLOAT,2.3168125,-1.2897e-05,0.825272322,0,03a3c00993d8c767896350d018c28b58c85ff8d63fcc5ecfc5889c84d3a181cc,3b9d5fcd0bfbd9932d0616178f45281423b21bd0c4d4a14ee4a9e850ce2a3d97
SKA,arctic_a0072,speakers/SKA/wav/arctic_a0072.wav,speakers/SKA/transcript/arctic_a0072.txt,speakers/SKA/textgrid/arctic_a0072.TextGrid,,81585,44100,1.85,0,d6e83967df322bb44b7efed75f14ccb7bd9b4ab742773d4220d0dcac0a02932b,speakers/SKA/wav/arctic_a0072.wav,29600,16000,1,WAV,FLOAT,1.85,0.0,0.811376393,0,943d1d25286b5984870b11459fc909e5ef394ae803b99b8ce9d86ed6dd524cdd,086b84ff9c2edc8fd20709e27a9bab921fdf70f383c12e3910da6bab7821d4fb
SKA,arctic_a0073,speakers/SKA/wav/arctic_a0073.wav,speakers/SKA/transcript/arctic_a0073.txt,speakers/SKA/textgrid/arctic_a0073.TextGrid,speakers/SKA/annotation/arctic_a0073.TextGrid,190953,44100,4.33,0,8e6b966c418c63eb6746ee450cd8ed78b0b0b9eff2ce486f072ccea57fdc58b7,speakers/SKA/wav/arctic_a0073.wav,69280,16000,1,WAV,FLOAT,4.33,0.0,0.746926546,0,76f7aad142c3bf39c9a24fb9ca2046c376f18c31f1a24d2b1934e6910f542b40,1c4ae123a0534a658bafefd0f00f271be1266e7ac1e68498105fa6e855f4f0a6
SKA,arctic_a0074,speakers/SKA/wav/arctic_a0074.wav,speakers/SKA/transcript/arctic_a0074.txt,speakers/SKA/textgrid/arctic_a0074.TextGrid,,145123,44100,3.290770975,0,8206476248d3c66c5181c75c0d0b5e8b548cc5182d562513bd4a73c6f222bf1b,speakers/SKA/wav/arctic_a0074.wav,52652,16000,1,WAV,FLOAT,3.29075,-2.0975e-05,0.550162137,0,d1ad6e255dce8fc05dd63b32ce88897bbbd4a3ff6a4993f9b97783c904896175,6cadfc7ed75e700a248bf96395c60714d9655777ff2a68f1e047538bf7817dc3
SKA,arctic_a0075,speakers/SKA/wav/arctic_a0075.wav,speakers/SKA/transcript/arctic_a0075.txt,speakers/SKA/textgrid/arctic_a0075.TextGrid,speakers/SKA/annotation/arctic_a0075.TextGrid,117758,44100,2.670249433,0,0195ec6d0feed8e0a455cef3e8e2afdb451fecc19bc683cc502393ba7ccf5471,speakers/SKA/wav/arctic_a0075.wav,42724,16000,1,WAV,FLOAT,2.67025,5.67e-07,0.500127494,0,510130210b6f4c844c6d1f5dfb35a7be1b6ba1ca43261bfcc6ba89b97438c33a,3c3bebd28e2c7782b5753b4624ea95308f9605a6875f546a4e40bfdfeb155a18
SKA,arctic_a0076,speakers/SKA/wav/arctic_a0076.wav,speakers/SKA/transcript/arctic_a0076.txt,speakers/SKA/textgrid/arctic_a0076.TextGrid,speakers/SKA/annotation/arctic_a0076.TextGrid,113736,44100,2.579047619,0,03c55cdfd216a962822aaac5884ec41daca5f747b09a1a8c5ccb892e54f79a99,speakers/SKA/wav/arctic_a0076.wav,41265,16000,1,WAV,FLOAT,2.5790625,1.4881e-05,0.877007008,0,9432f9c1c3386aa8aa2676af4d0557af5e13f9ab935932492a366b8df4c8f979,dfad676cb4e3eb0e088687fde69bb4a75de06b601510c09965b67b0e4d9107b5
SKA,arctic_a0077,speakers/SKA/wav/arctic_a0077.wav,speakers/SKA/transcript/arctic_a0077.txt,speakers/SKA/textgrid/arctic_a0077.TextGrid,speakers/SKA/annotation/arctic_a0077.TextGrid,94625,44100,2.14569161,0,2314e2afb1198474a42e69f1a8a2a5f355aa445b6b26c6acf42fc207c5349163,speakers/SKA/wav/arctic_a0077.wav,34331,16000,1,WAV,FLOAT,2.1456875,-4.11e-06,0.789605677,0,cb5198ea5b4b2703364ea13c068f0053f2ce06d4c68fcb9a2f4f7974282ec9a3,c22023c1a8a12d92702c1fd684436c9c4ea5baf1b1277a8825651280e3634345
SKA,arctic_a0078,speakers/SKA/wav/arctic_a0078.wav,speakers/SKA/transcript/arctic_a0078.txt,speakers/SKA/textgrid/arctic_a0078.TextGrid,speakers/SKA/annotation/arctic_a0078.TextGrid,114354,44100,2.593061224,0,915b8d4f2cc4841362140f2007f1f0cde2227083ef3b8fda0ef55d2030d082f2,speakers/SKA/wav/arctic_a0078.wav,41489,16000,1,WAV,FLOAT,2.5930625,1.276e-06,0.541241288,0,7615de139d709be327374bab48d7aa4e83804f465499e2a60cadf8d22cfec742,260967f06794b519e0c302d791e57f35438fa495c272631b099342d768830c92
SKA,arctic_a0079,speakers/SKA/wav/arctic_a0079.wav,speakers/SKA/transcript/arctic_a0079.txt,speakers/SKA/textgrid/arctic_a0079.TextGrid,speakers/SKA/annotation/arctic_a0079.TextGrid,60200,44100,1.365079365,0,86f5e8b8c7b55af5bd5f90e9eed722fd085eb70473594e8bcbc2eb172d262c78,speakers/SKA/wav/arctic_a0079.wav,21841,16000,1,WAV,FLOAT,1.3650625,-1.6865e-05,0.584463358,0,4670dfe433b0343d2e0ab07bee4a2682e775c27312eef9d9483417ba12fc9a36,09ced2958efd147f034c0eb13a0166b02256c923e3c0aca3a15f4823e5ab6868
SKA,arctic_a0080,speakers/SKA/wav/arctic_a0080.wav,speakers/SKA/transcript/arctic_a0080.txt,speakers/SKA/textgrid/arctic_a0080.TextGrid,,77011,44100,1.746281179,0,6d94d46cdf3181504ac459e38e9c8742678628c7ed81a33f93fc79028f6e4b2b,speakers/SKA/wav/arctic_a0080.wav,27940,16000,1,WAV,FLOAT,1.74625,-3.1179e-05,0.602903605,0,756cb96b2bd084645c9e5551fb30b1242000a41047962f758bdfda875640f11e,e98624072523ef84af1a1eb232eff2ac816c8db1b381789aded758e51d44d26c
SKA,arctic_a0081,speakers/SKA/wav/arctic_a0081.wav,speakers/SKA/transcript/arctic_a0081.txt,speakers/SKA/textgrid/arctic_a0081.TextGrid,speakers/SKA/annotation/arctic_a0081.TextGrid,90653,44100,2.055623583,0,4ab977bb67da89d6dc6d1d740fccc30c2e1ae0c32b3cb1b671053da6b298175b,speakers/SKA/wav/arctic_a0081.wav,32890,16000,1,WAV,FLOAT,2.055625,1.417e-06,0.557602346,0,4407ad6afff665a08f9bb01389e70e6975b0dc02713cb52cf4e031525aebe617,391ca0a84b3f8bc1c736c7e70356453b68a6a19a1a589ed1b67f062c89313001
SKA,arctic_a0082,speakers/SKA/wav/arctic_a0082.wav,speakers/SKA/transcript/arctic_a0082.txt,speakers/SKA/textgrid/arctic_a0082.TextGrid,speakers/SKA/annotation/arctic_a0082.TextGrid,92169,44100,2.09,0,5a9c2588b628b40aaf80e6d6723a7aea18c77f63e43822872039e652cae9cd73,speakers/SKA/wav/arctic_a0082.wav,33440,16000,1,WAV,FLOAT,2.09,0.0,0.515480995,0,d608d259e15cbb347dbb159f61e66b8fb062c1e18451cf7a89f690388f5037ae,afdab33245865010f20ec339927c7f53fdcb0f76e0e3d1771500ca0ec4cccf88
SKA,arctic_a0083,speakers/SKA/wav/arctic_a0083.wav,speakers/SKA/transcript/arctic_a0083.txt,speakers/SKA/textgrid/arctic_a0083.TextGrid,,122144,44100,2.769705215,0,778510d68521d0e726d7a221b7da42c41b6405e56521fc348651b3829d14bc7a,speakers/SKA/wav/arctic_a0083.wav,44315,16000,1,WAV,FLOAT,2.7696875,-1.7715e-05,0.49017182,0,8bdd7ddde7ef30375393bbd6e0bc5d4ab6658f1971cc388fa9a1d7c669d6fde9,d88efef3157367a057fb3bc3a05b0617a4ca5db47c403dc70e7c7b31a547a7bc
SKA,arctic_a0084,speakers/SKA/wav/arctic_a0084.wav,speakers/SKA/transcript/arctic_a0084.txt,speakers/SKA/textgrid/arctic_a0084.TextGrid,,205506,44100,4.66,0,8da8b44497979739c3d392c69bd5da9cf0c360c841b07b6799d18935bfc8e862,speakers/SKA/wav/arctic_a0084.wav,74560,16000,1,WAV,FLOAT,4.66,0.0,0.642603397,0,e40dc032a378ad2fb049adc4c29dd81573d6512952903825ab497b1cbd135b55,79f7a5f5696860406b38c217a73be084a237834fc21c200e13fdf99f16813642
SKA,arctic_a0085,speakers/SKA/wav/arctic_a0085.wav,speakers/SKA/transcript/arctic_a0085.txt,speakers/SKA/textgrid/arctic_a0085.TextGrid,speakers/SKA/annotation/arctic_a0085.TextGrid,119070,44100,2.7,0,b031d908d5c767486b925ed25f1a8ef6cf21c52f04b68f7bd59e0dc29248b280,speakers/SKA/wav/arctic_a0085.wav,43200,16000,1,WAV,FLOAT,2.7,0.0,0.405018955,0,4d7163fdda802a90e5bb33e5fab002989d55984b34d8740899b89cdd32fb08a7,fb2d5d3410a58224cd22c721674dbdeb35bfd9baf84c3f4dc437970f83801f40
SKA,arctic_a0086,speakers/SKA/wav/arctic_a0086.wav,speakers/SKA/transcript/arctic_a0086.txt,speakers/SKA/textgrid/arctic_a0086.TextGrid,speakers/SKA/annotation/arctic_a0086.TextGrid,116693,44100,2.646099773,0,2c3c705bfa6cde0137f2139142426f095a5d707344ffc45993f13f2c3d2ba025,speakers/SKA/wav/arctic_a0086.wav,42338,16000,1,WAV,FLOAT,2.646125,2.5227e-05,0.435839236,0,b2982c95b7218ce9211ed61082f3dd6d3799495c8cb137a1233a5f65cec8c873,fdeb70ecfec8fe9ffe7525109bd941b30d7f261f16070c1d8e101cfd5c37d74b
SKA,arctic_a0087,speakers/SKA/wav/arctic_a0087.wav,speakers/SKA/transcript/arctic_a0087.txt,speakers/SKA/textgrid/arctic_a0087.TextGrid,,160811,44100,3.646507937,0,71f85322afd6e53000fd9f9d78da614695edcf5317aa0bec2e6e3d75b0eeb97e,speakers/SKA/wav/arctic_a0087.wav,58344,16000,1,WAV,FLOAT,3.6465,-7.937e-06,0.498598486,0,7919dd4e8f87d6648df80115e9fc22970ca80e7aa1e575c7c67f3b08ce62339d,d931da299a5b19cfbb3e06d88425623e4ed0f040ae80f1ec7b487a87cf35cf7a
SKA,arctic_a0088,speakers/SKA/wav/arctic_a0088.wav,speakers/SKA/transcript/arctic_a0088.txt,speakers/SKA/textgrid/arctic_a0088.TextGrid,speakers/SKA/annotation/arctic_a0088.TextGrid,175959,44100,3.99,0,45cf67e92eb38fcb4d53f6f098cb4858a1e6d3d9f82cb0f5ed849627ca875a6b,speakers/SKA/wav/arctic_a0088.wav,63840,16000,1,WAV,FLOAT,3.99,0.0,0.539701939,0,6ed447e1cc85fe2ee7b6263864fced083dd9120cfea9d882c09b40e07311a116,8837a9f3100f8bab1b7798ba89b86c7873924e77a4eb47c6f4405e34502ceb7d
SKA,arctic_a0089,speakers/SKA/wav/arctic_a0089.wav,speakers/SKA/transcript/arctic_a0089.txt,speakers/SKA/textgrid/arctic_a0089.TextGrid,speakers/SKA/annotation/arctic_a0089.TextGrid,118282,44100,2.682131519,0,cb968dca827943901cb3660c5be98796631ad6d9a1eb03bf7369e3b8faa63343,speakers/SKA/wav/arctic_a0089.wav,42914,16000,1,WAV,FLOAT,2.682125,-6.519e-06,0.360412598,0,f640b413a73c7a5fc94952f75d104129e82923b29634d28e7a52fa4fa5cb330b,f9ecdf66e512eb99da6f6f2dd93f32666925073cb4c454881efe1e992302a584
SKA,arctic_a0090,speakers/SKA/wav/arctic_a0090.wav,speakers/SKA/transcript/arctic_a0090.txt,speakers/SKA/textgrid/arctic_a0090.TextGrid,speakers/SKA/annotation/arctic_a0090.TextGrid,104925,44100,2.379251701,0,f723a600693cc86892b22a1e034475bc84018f8dfebc3a362e39cce79e750291,speakers/SKA/wav/arctic_a0090.wav,38068,16000,1,WAV,FLOAT,2.37925,-1.701e-06,0.717419088,0,ef064d0ba8b50840386e3bb0b298421fd24d4bb6ee85c756513e466bba5e8e7e,ba49ac04e9f3f13705ded3e3c8659649b53efac9b0397181dcc3af6c5e08fccc
SKA,arctic_a0091,speakers/SKA/wav/arctic_a0091.wav,speakers/SKA/transcript/arctic_a0091.txt,speakers/SKA/textgrid/arctic_a0091.TextGrid,speakers/SKA/annotation/arctic_a0091.TextGrid,117237,44100,2.658435374,0,0afb039692304345a7527a94ddf12f85aa728b1a9d97db2ec43bfaac60b93e0d,speakers/SKA/wav/arctic_a0091.wav,42535,16000,1,WAV,FLOAT,2.6584375,2.126e-06,0.578284144,0,1399c6d98879b0c8f164fcddd6f119f6b642601f62a0c672140839c2bb42d225,9e93ae42299fb9890b0e64a4b73e614ea3ceacd99e35bc5ef6c2ca7528d246b2
SKA,arctic_a0092,speakers/SKA/wav/arctic_a0092.wav,speakers/SKA/transcript/arctic_a0092.txt,speakers/SKA/textgrid/arctic_a0092.TextGrid,speakers/SKA/annotation/arctic_a0092.TextGrid,174122,44100,3.948344671,0,ee3ba746969b22be9f8a982b3c321f44d064efe03da35bf485b5c5276fd0962a,speakers/SKA/wav/arctic_a0092.wav,63174,16000,1,WAV,FLOAT,3.948375,3.0329e-05,0.566277742,0,5c8e07668c4e689d055ed4ef7fa5ab80702c918ca2307c453661720ef34801b9,47ce015267332eb6680f1c68e2a33b96942a26bd7cb7b0b27b564dc6062bb8a1
SKA,arctic_a0093,speakers/SKA/wav/arctic_a0093.wav,speakers/SKA/transcript/arctic_a0093.txt,speakers/SKA/textgrid/arctic_a0093.TextGrid,speakers/SKA/annotation/arctic_a0093.TextGrid,103320,44100,2.342857143,0,63fa925452d29fa2f9560bdeab9b0f3803554324f4e4afa6eec78b204ac27340,speakers/SKA/wav/arctic_a0093.wav,37486,16000,1,WAV,FLOAT,2.342875,1.7857e-05,0.663695097,0,be7fac5f95b8348c1cbba1e3690fef47a89a4f8e7a3c61a5af0cb23cdee7163e,b67188083f2c76519f71a0c62e90f4293c7fc3c0f9dabb40d1904a449042b317
SKA,arctic_a0094,speakers/SKA/wav/arctic_a0094.wav,speakers/SKA/transcript/arctic_a0094.txt,speakers/SKA/textgrid/arctic_a0094.TextGrid,speakers/SKA/annotation/arctic_a0094.TextGrid,172920,44100,3.921088435,0,6f6c15cfab38f23431d2bed97a000bcf797119f107f7658935e06f26573e36bb,speakers/SKA/wav/arctic_a0094.wav,62737,16000,1,WAV,FLOAT,3.9210625,-2.5935e-05,0.558004439,0,d49838c88dff910f4a8dfdddbc7cfd55b4455c4891eb508fc0d56c9e258b88fc,de565bb450096840c9b7b159f8509a1a7c15876485288e73d5b56d02de53f466
SKA,arctic_a0095,speakers/SKA/wav/arctic_a0095.wav,speakers/SKA/transcript/arctic_a0095.txt,speakers/SKA/textgrid/arctic_a0095.TextGrid,speakers/SKA/annotation/arctic_a0095.TextGrid,160574,44100,3.641133787,0,ec4860f7c411c0fd11f443cb19c6c46056643f3af8e074bcd9f3f28562cc2458,speakers/SKA/wav/arctic_a0095.wav,58258,16000,1,WAV,FLOAT,3.641125,-8.787e-06,0.621631086,0,60a42d831a76295434406094076e070aa23fe218790772d894400a2fffe7d24d,ac924b579a0275ef2c5a4137e181bf6347b73774af3c533833328fbf2b36b158
SKA,arctic_a0096,speakers/SKA/wav/arctic_a0096.wav,speakers/SKA/transcript/arctic_a0096.txt,speakers/SKA/textgrid/arctic_a0096.TextGrid,speakers/SKA/annotation/arctic_a0096.TextGrid,164491,44100,3.729954649,0,0f3fa0505a6ea9c1aaad0bd407aa5c7129c0cdab7fa41941659097454156df94,speakers/SKA/wav/arctic_a0096.wav,59679,16000,1,WAV,FLOAT,3.7299375,-1.7149e-05,0.43817541,0,e203759a319f3e041f4502f88bc6850a6ba56eb440717bb13dfd8b3a3013a151,6a5c60cca87b036c6cc97730142d4365cdeedbb156eeb243a6708e0b3904747e
SKA,arctic_a0097,speakers/SKA/wav/arctic_a0097.wav,speakers/SKA/transcript/arctic_a0097.txt,speakers/SKA/textgrid/arctic_a0097.TextGrid,speakers/SKA/annotation/arctic_a0097.TextGrid,204624,44100,4.64,0,25474ed4daa54bdd69192f58e4473a362e228a648170110fc6f109bf35de3e76,speakers/SKA/wav/arctic_a0097.wav,74240,16000,1,WAV,FLOAT,4.64,0.0,0.477589518,0,ae77cd083ba3c9bc4f636f197e833953d2a68a8b1576b4216f769a091df83988,8ad30958ac7c8e226918d678363a027dbe4e285c5b2779c25622514b2b3819be
SKA,arctic_a0098,speakers/SKA/wav/arctic_a0098.wav,speakers/SKA/transcript/arctic_a0098.txt,speakers/SKA/textgrid/arctic_a0098.TextGrid,speakers/SKA/annotation/arctic_a0098.TextGrid,48288,44100,1.094965986,0,9fca6615d241ed287257cc651f6abdb4af67219f8a68e7aae1c2527feac7fb5d,speakers/SKA/wav/arctic_a0098.wav,17519,16000,1,WAV,FLOAT,1.0949375,-2.8486e-05,0.398695707,0,61760c61fb6fe4ee879b170bfef177b65665cd63d63d41ea20026a1d0b44cb15,ee5965f482aac9905ceab277c37419061479b76399da1ac47aabe23094a57721
SKA,arctic_a0099,speakers/SKA/wav/arctic_a0099.wav,speakers/SKA/transcript/arctic_a0099.txt,speakers/SKA/textgrid/arctic_a0099.TextGrid,speakers/SKA/annotation/arctic_a0099.TextGrid,94148,44100,2.134875283,0,4b46e076994c05d1892364a556f68058dcbb8a913356caeff97ea3c9ab9cb26a,speakers/SKA/wav/arctic_a0099.wav,34158,16000,1,WAV,FLOAT,2.134875,-2.83e-07,0.531176448,0,39ade5db21427cabb68e4a7855a48337f00b8bbb847588c5d14d0dd070174788,0284947119b09b82462f96f7006034067f3ca6ce23dbf9a7fbde8e8e6b42f8c3
SKA,arctic_a0100,speakers/SKA/wav/arctic_a0100.wav,speakers/SKA/transcript/arctic_a0100.txt,speakers/SKA/textgrid/arctic_a0100.TextGrid,speakers/SKA/annotation/arctic_a0100.TextGrid,75789,44100,1.718571429,0,9c260a01cfbe4f6d8fadce50f18966fd2d43a861721b299bcbce1245eda796fa,speakers/SKA/wav/arctic_a0100.wav,27497,16000,1,WAV,FLOAT,1.7185625,-8.929e-06,0.449070156,0,f1c8c1ef008e5d6e9c315e41bb3e91aa969fedafb50ed9972a5869315ec7b3d3,55debda42af12ad7d05268eb6f2806e43e5b6c528847557f59246af079532dc4
SKA,arctic_a0101,speakers/SKA/wav/arctic_a0101.wav,speakers/SKA/transcript/arctic_a0101.txt,speakers/SKA/textgrid/arctic_a0101.TextGrid,speakers/SKA/annotation/arctic_a0101.TextGrid,128772,44100,2.92,0,4cbeaebcee348e7b52f56f9627089671e0b90eecd043bfbf1388fb710edbd75a,speakers/SKA/wav/arctic_a0101.wav,46720,16000,1,WAV,FLOAT,2.92,0.0,0.494085044,0,56dca1c90768cf2d00f261c400aa9d62e7c08b62d38635bf33ef89bd7ea5c714,9f6e389795538febd102f1c53f665f524458c9e62afe14f6986bbe03b66a37de
SKA,arctic_a0102,speakers/SKA/wav/arctic_a0102.wav,speakers/SKA/transcript/arctic_a0102.txt,speakers/SKA/textgrid/arctic_a0102.TextGrid,speakers/SKA/annotation/arctic_a0102.TextGrid,75746,44100,1.717596372,0,215ab525b872e556d89414f4488e3cc5838d0ec366ab0977b4039395cb360a99,speakers/SKA/wav/arctic_a0102.wav,27482,16000,1,WAV,FLOAT,1.717625,2.8628e-05,0.712755203,0,7da1a79c6314c282ca73ee9b461d1531725c08f819bdae73bb4c9613666a2784,3774b00e5023866a6958708f8aad74b3fd18e2449b8cb287e3e813385d6163c1
SKA,arctic_a0103,speakers/SKA/wav/arctic_a0103.wav,speakers/SKA/transcript/arctic_a0103.txt,speakers/SKA/textgrid/arctic_a0103.TextGrid,speakers/SKA/annotation/arctic_a0103.TextGrid,133555,44100,3.02845805,0,6635803865a3f4f6d907e6494694f9df6a23ee482fcb7c6ba166a48cb85b0e80,speakers/SKA/wav/arctic_a0103.wav,48455,16000,1,WAV,FLOAT,3.0284375,-2.055e-05,0.746590137,0,bae62f3b31686aef5ff3f4601456b1cd486f35d38fb4c02f2c98571e252178b6,4bb53706385ec47bb61165571b9bdb9d313193499c849e0932c6f965a4c6e77f
SKA,arctic_a0104,speakers/SKA/wav/arctic_a0104.wav,speakers/SKA/transcript/arctic_a0104.txt,speakers/SKA/textgrid/arctic_a0104.TextGrid,speakers/SKA/annotation/arctic_a0104.TextGrid,177335,44100,4.021201814,0,4814a6b36e07d012064b201d5dd62ef561529a7dd9e92cc79466599ce62a98fa,speakers/SKA/wav/arctic_a0104.wav,64339,16000,1,WAV,FLOAT,4.0211875,-1.4314e-05,0.570752978,0,d440c383d3f627cbaddd91a998c9185cbf67c828a53073a0ad63107c1137f4de,3ff14098e78deaa83f2c11e4d7cddd3574b121c4bfe38cf76315b4af607c4e83
SKA,arctic_a0105,speakers/SKA/wav/arctic_a0105.wav,speakers/SKA/transcript/arctic_a0105.txt,speakers/SKA/textgrid/arctic_a0105.TextGrid,speakers/SKA/annotation/arctic_a0105.TextGrid,192561,44100,4.366462585,0,6fea0df43d3522b04d3a290148d6b787d61e2ecbbb43146b62e9c84356cb1001,speakers/SKA/wav/arctic_a0105.wav,69863,16000,1,WAV,FLOAT,4.3664375,-2.5085e-05,0.867542446,0,9a59df98db61481989bdd253ae05455674f92f0a4eef66d28f431a5d54802f4a,bf8979971b4df38e25934da9a872ab8169ebc9837d02a3b85858aeabef7e3b97
SKA,arctic_a0106,speakers/SKA/wav/arctic_a0106.wav,speakers/SKA/transcript/arctic_a0106.txt,speakers/SKA/textgrid/arctic_a0106.TextGrid,speakers/SKA/annotation/arctic_a0106.TextGrid,188221,44100,4.268049887,0,f6e9648d20446c1250f5b182b7e2f830bb45caa11f557068c52f3f11d59494dc,speakers/SKA/wav/arctic_a0106.wav,68289,16000,1,WAV,FLOAT,4.2680625,1.2613e-05,0.524056554,0,3605af148a2fcbf2af6c2af0f01ac1ca613ad8c36ff4014967f0321c8576f7a8,dbdbf724d19b4df3531a63d878168af0c1ffbae93004871e50edeef8ca7cc9fa
SKA,arctic_a0107,speakers/SKA/wav/arctic_a0107.wav,speakers/SKA/transcript/arctic_a0107.txt,speakers/SKA/textgrid/arctic_a0107.TextGrid,speakers/SKA/annotation/arctic_a0107.TextGrid,110250,44100,2.5,0,93da977dcd9946ec9fc470671925075ab756f927ee37b8f585fce6205bc34e03,speakers/SKA/wav/arctic_a0107.wav,40000,16000,1,WAV,FLOAT,2.5,0.0,0.684030175,0,49853a355933a1ed143643cb7af2a7160579909d18e3ee8ec5d23a28504b2f20,c589dd5b2ef7fb5fef0589551b216bc4695ad5778efa50a87a52143311486e80
SKA,arctic_a0108,speakers/SKA/wav/arctic_a0108.wav,speakers/SKA/transcript/arctic_a0108.txt,speakers/SKA/textgrid/arctic_a0108.TextGrid,speakers/SKA/annotation/arctic_a0108.TextGrid,169795,44100,3.850226757,0,cfcf5f867069a290bbe6ff3f717fa21cbb6ebebcbb7dc6e7279e89ed1e3169fe,speakers/SKA/wav/arctic_a0108.wav,61604,16000,1,WAV,FLOAT,3.85025,2.3243e-05,0.55285114,0,b8438c480dcfaaf1dd1a6c4fe5e7aa0d75be3c91967f7a3c59881a0a2968422b,f51f0ff3c397bbcdad565dacb7dc709c1a28f7879e01af6f33c167e7761164c8
SKA,arctic_a0109,speakers/SKA/wav/arctic_a0109.wav,speakers/SKA/transcript/arctic_a0109.txt,speakers/SKA/textgrid/arctic_a0109.TextGrid,speakers/SKA/annotation/arctic_a0109.TextGrid,124155,44100,2.815306122,0,35c38421ed76b03885695c644f43780ab61cfa89b6a9493495fef27c93bb19a1,speakers/SKA/wav/arctic_a0109.wav,45045,16000,1,WAV,FLOAT,2.8153125,6.378e-06,0.588897407,0,d38a3067f4c16bbb55aa94bfdce06c448f03ad6e32c73d954a848a3d9382ca13,a1942ba2ad74fa443f6150df485c07018a46d4e2adfe73e849f5db6cd449503c
SKA,arctic_a0110,speakers/SKA/wav/arctic_a0110.wav,speakers/SKA/transcript/arctic_a0110.txt,speakers/SKA/textgrid/arctic_a0110.TextGrid,,131261,44100,2.976439909,0,5e86ea5b1d504d327a2d49e6e7fc7dad30063e692e8ed84eaf9b777b1fb897e3,speakers/SKA/wav/arctic_a0110.wav,47623,16000,1,WAV,FLOAT,2.9764375,-2.409e-06,0.888395727,0,507ec1fc121574c558b47ccee65f849ae6feb82492378d2fbfc2bc5eac608ece,6b7513d271132b1d1f3da70c974c1c47485fb4f0f8f2593e750ce74a4dbc219b
SKA,arctic_a0111,speakers/SKA/wav/arctic_a0111.wav,speakers/SKA/transcript/arctic_a0111.txt,speakers/SKA/textgrid/arctic_a0111.TextGrid,speakers/SKA/annotation/arctic_a0111.TextGrid,206149,44100,4.674580499,0,7ecab9342713dfcf993b82124571e5c953358841aad85a9d3c0724c65414661a,speakers/SKA/wav/arctic_a0111.wav,74793,16000,1,WAV,FLOAT,4.6745625,-1.7999e-05,0.733335912,0,3c545708781e6bb4157ce7ea8f54b489722df749aba9aa1657f16f9c54a037b3,d3b6af6cb3a6f14bd91ce46387fb2256c459cece1f05e22a5ec32cdb317c317d
SKA,arctic_a0112,speakers/SKA/wav/arctic_a0112.wav,speakers/SKA/transcript/arctic_a0112.txt,speakers/SKA/textgrid/arctic_a0112.TextGrid,speakers/SKA/annotation/arctic_a0112.TextGrid,77792,44100,1.76399093,0,b8d3963abd6f5da963756ba0aa5cf2b928b29f3dba344fb181516f2d00210e15,speakers/SKA/wav/arctic_a0112.wav,28224,16000,1,WAV,FLOAT,1.764,9.07e-06,0.586445093,0,61992588202834a5a5f3a2afa4a4f0adddaedd9a70344fd33f8b6e75e39a6da1,8022c1c1d809bfece2466ec24a3d44f755e3f4a6bf7bd3bdc47a6dabb1bd4631
